AppNo,Region,Area,Activity,Guarantor,Collateral,Collateral_valuation,Age,Properties_Status,Properties_Total,Amount,Term,Historic_Loans,Current_Loans,Max_Arrears,Defaulter
380501,11,5,14,0,1,10037,49,B,1,10499,22,3,1,8,0
380502,8,40,1,0,1,1044,48,D,1,1576,24,2,1,0,0
380503,9,75,14,0,0,,44,B,1,10735,20,3,1,9,0
380504,10,95,1,1,0,,38,D,2,6959,12,2,,42,1
380505,8,5,2,0,0,,48,D,2,14379,22,2,,4,0
380506,14,85,14,0,1,2391,59,B,2,7856,23,2,1,0,0
380507,9,75,14,0,1,1157,28,D,2,2702,21,4,1,0,0
380508,7,10,2,0,0,,36,A,2,1866,33,1,1,0,0
380509,8,65,1,0,1,4802,33,C,2,4283,35,1,,19,0
380510,8,40,14,0,1,4725,36,A,3,4098,47,2,2,0,0
380511,5,20,8,1,0,,47,B,1,12404,35,1,1,0,0
380512,14,60,18,1,0,,37,B,2,8842,23,1,1,0,0
380513,10,55,18,1,0,,43,B,1,11894,14,3,2,37,0
380514,9,60,1,0,0,,28,B,1,3287,24,2,2,0,1
380515,4,15,19,0,1,5003,49,B,2,13513,54,1,1,0,0
380516,14,40,,0,1,10034,45,D,6,10215,11,8,4,7,0
380517,8,35,1,0,1,3170,43,A,3,3008,22,8,2,4,0
380518,11,5,19,0,1,5865,28,B,1,9414,22,1,1,0,0
380519,14,35,14,0,1,352,42,B,2,1155,11,2,,29,0
380520,8,30,5,1,0,,30,B,2,26412,11,4,1,0,1
380521,8,30,1,0,0,,47,B,2,6041,24,4,,2,0
380522,14,80,14,0,1,4111,32,B,3,4106,23,10,6,0,0
380523,8,25,1,0,1,3791,26,D,4,3086,33,4,2,0,0
380524,7,20,14,0,0,,49,B,3,14763,12,8,1,2,0
380525,10,65,2,0,1,840,55,B,1,1273,11,4,4,0,0
380526,11,15,19,0,1,5513,51,B,1,7189,24,4,2,51,0
380527,8,30,19,0,1,1845,53,B,1,4044,43,2,2,0,0
380528,7,5,3,0,0,,46,B,1,1289,35,12,6,6,0
380529,5,10,19,0,0,,21,A,1,3987,23,1,,1783,1
380530,10,90,1,0,1,3697,23,D,1,3565,36,2,2,0,0
380531,10,90,14,0,1,530,25,B,2,1202,11,12,1,0,0
380532,8,30,1,0,0,,46,B,1,1879,12,6,1,2,0
380533,7,5,18,0,0,,51,B,3,15586,22,2,2,0,0
380534,10,5,14,0,1,2081,56,B,2,5221,11,4,2,0,0
380535,14,85,1,0,1,2569,54,B,3,2460,22,2,1,0,0
380536,11,10,3,0,0,,38,B,1,3699,23,3,3,0,0
380537,7,20,3,1,1,35709,40,B,4,25895,37,8,,295,1
380538,9,45,18,0,0,,43,B,1,21467,24,3,,0,0
380539,6,45,18,0,0,,62,B,1,19357,23,2,2,0,1
380540,10,5,1,0,1,2850,44,D,3,4084,25,9,2,34,0
380541,10,15,1,0,1,6602,44,B,1,4944,23,16,1,41,1
380542,10,20,17,0,1,2249,27,B,2,5602,35,1,,0,0
380543,8,65,,0,1,3493,43,B,2,3856,34,1,1,0,0
380544,14,40,1,0,1,2715,46,B,3,2919,20,8,2,17,0
380545,7,35,19,0,1,569,45,B,1,1168,24,4,1,0,0
380546,5,15,1,0,0,,51,B,2,4762,12,1,,0,0
380547,14,85,1,0,1,1577,55,B,1,1607,23,4,,1,0
380548,10,70,18,0,1,11805,49,B,1,19151,23,3,,1035,0
380549,9,15,14,0,1,5061,23,D,2,7299,22,3,,4,0
380550,13,20,19,0,0,,43,B,5,20152,35,1,,108,0
380551,8,65,14,0,0,,53,D,3,6763,22,3,2,0,0
380552,8,15,1,0,0,,43,D,1,2276,35,4,1,3,0
380553,8,50,14,0,0,,29,D,2,2719,46,11,5,19,0
380554,9,30,14,0,0,,62,D,1,5718,23,1,1,0,1
380555,11,5,14,0,0,,36,B,3,9423,22,7,5,188,0
380556,9,55,1,0,0,,48,B,1,2668,20,2,2,0,0
380557,9,35,6,0,1,5840,24,A,1,17846,11,2,2,0,1
380558,9,55,14,0,1,28745,51,C,1,19667,21,4,2,378,1
380559,7,15,1,0,0,,36,B,1,3471,35,2,,20,0
380560,11,35,1,0,0,,30,B,1,1872,23,4,2,0,0
380561,7,5,3,0,0,,25,C,1,32045,21,2,2,0,0
380562,6,45,1,0,0,,43,D,1,5177,35,3,2,0,0
380563,14,60,14,0,0,,40,B,2,4817,22,1,1,0,0
380564,14,35,1,0,1,1532,42,B,1,2172,20,2,,187,0
380565,7,45,1,0,1,2172,62,D,5,20884,24,6,1,1714,1
380566,4,5,8,1,0,,40,B,1,17711,35,5,1,118,0
380567,13,5,19,0,0,,32,A,2,13209,11,2,,123,1
380568,9,30,19,0,1,873,55,B,1,1392,35,1,1,0,0
380569,7,15,19,0,1,15867,34,D,2,14311,24,10,3,30,0
380570,8,10,,0,1,7132,36,B,2,20109,23,8,2,13,0
380571,10,95,14,1,0,,37,B,2,1372,11,1,1,0,0
380572,14,85,1,0,1,3962,36,B,2,21252,35,6,,263,1
380573,14,50,1,0,1,1183,57,B,2,3426,48,1,1,0,0
380574,9,50,14,0,1,6292,47,B,1,5987,36,1,,6,0
380575,7,5,5,0,0,,43,A,2,8215,11,6,3,0,0
380576,10,55,14,0,0,,27,B,1,1566,13,1,1,0,1
380577,10,55,14,0,0,,43,B,1,2336,11,4,3,29,0
380578,10,45,,0,0,,29,D,3,3153,24,1,,0,0
380579,4,20,8,0,0,,52,D,3,5480,25,1,,0,0
380580,10,55,2,0,1,2530,47,D,2,2410,22,1,,0,0
380581,9,85,14,0,1,4834,43,B,1,11344,22,5,3,92,0
380582,11,5,19,0,1,6441,48,B,1,9270,12,4,2,252,0
380583,5,5,19,0,1,2020,39,B,1,1971,23,10,4,63,0
380584,7,35,4,0,0,,36,A,6,26861,23,9,4,0,0
380585,8,15,,0,0,,24,A,1,13255,36,1,1,0,1
380586,7,50,2,0,0,,28,A,2,6436,48,6,3,0,0
380587,5,40,1,0,0,,37,D,3,11985,22,1,1,0,0
380588,9,15,9,0,1,5639,41,D,1,14838,57,6,1,0,0
380589,14,85,14,0,1,986,35,B,3,2815,23,5,3,287,0
380590,10,45,14,0,0,,58,B,2,2317,23,7,4,0,0
380591,4,15,19,0,0,,40,D,2,3053,35,1,1,0,0
380592,7,10,1,0,1,7982,47,B,1,7270,23,2,2,0,0
380593,7,30,19,0,0,,66,B,1,7302,11,2,,0,0
380594,10,65,1,0,1,1509,55,B,1,2572,12,3,2,12,0
380595,10,5,14,0,1,1603,40,D,2,3074,23,6,,0,0
380596,10,20,,1,1,1965,60,B,2,5265,23,12,2,83,0
380597,8,30,3,0,0,,33,B,2,2251,12,1,1,0,0
380598,8,15,1,0,1,5549,32,D,3,9680,48,3,2,11,1
380599,8,45,1,0,1,931,32,B,1,1957,46,1,1,0,0
380600,5,20,19,0,1,15408,44,B,2,12961,32,4,2,0,1
380601,10,90,1,0,1,2010,41,B,1,3298,33,3,1,0,0
380602,9,25,14,0,1,7384,48,B,1,12332,36,2,,306,1
380603,10,5,1,0,1,14151,58,B,2,11252,34,5,1,31,0
380604,14,35,17,0,1,6725,58,B,1,5383,20,1,1,0,0
380605,4,15,19,0,1,38382,52,B,1,31793,31,2,1,0,0
380606,8,10,18,0,0,,42,B,3,22573,23,4,1,0,0
380607,10,45,14,0,1,856,22,A,1,1371,13,2,2,0,0
380608,9,40,1,0,0,,30,B,3,1624,18,9,1,0,0
380609,6,10,1,0,1,6990,28,A,1,7223,23,3,1,47,0
380610,9,50,14,0,0,,30,A,3,12326,46,6,4,0,0
380611,10,10,14,0,1,1806,35,B,5,10125,34,8,3,0,0
380612,14,50,1,0,1,1719,59,B,2,1851,23,3,,81,0
380613,10,95,1,0,1,3170,43,B,2,5980,23,8,2,0,0
380614,14,50,14,0,0,,35,B,2,3045,11,1,1,0,0
380615,10,65,1,1,1,1228,55,B,1,1506,23,2,2,0,0
380616,7,35,1,0,1,29275,33,B,1,27059,59,10,1,616,1
380617,13,20,8,0,0,,42,B,1,1725,34,2,,250,1
380618,14,35,,0,1,963,47,B,3,1402,11,18,1,99,0
380619,8,15,18,0,0,,41,D,2,11926,23,3,1,91,1
380620,10,65,1,0,1,7539,29,D,1,8186,22,5,2,1,0
380621,10,45,10,0,0,,46,B,3,3198,12,20,2,0,0
380622,9,25,14,0,1,3364,48,B,1,3408,23,5,2,124,0
380623,5,15,2,1,0,,29,D,1,27075,33,1,,0,0
380624,7,5,1,0,0,,51,B,2,1433,24,8,3,41,0
380625,10,15,14,0,1,2004,54,B,1,2972,11,5,1,0,0
380626,7,10,1,0,0,,54,B,1,1724,22,3,,0,0
380627,10,90,1,1,0,,19,D,3,2386,22,2,,7,0
380628,5,10,2,0,1,9711,39,A,1,48340,11,6,1,1066,1
380629,10,5,1,0,1,3739,45,B,3,4741,35,15,1,23,0
380630,10,20,1,0,1,1868,38,A,1,6290,31,4,,61,1
380631,10,5,14,0,1,569,27,D,2,1686,11,3,1,12,0
380632,8,25,1,0,1,2983,41,B,2,5970,48,6,1,316,0
380633,10,5,17,1,0,,21,D,2,5797,35,1,1,0,0
380634,14,40,1,0,1,2954,47,B,1,2233,20,1,,0,0
380635,9,95,14,0,1,5436,47,B,1,5124,22,10,5,0,1
380636,7,5,5,0,0,,40,B,3,2147,11,8,5,0,0
380637,10,25,1,1,0,,38,D,1,12057,34,5,4,0,0
380638,8,30,1,0,1,10703,30,B,1,9517,48,2,1,1,1
380639,10,45,1,0,1,4521,27,D,5,9584,23,3,,0,0
380640,13,5,3,0,1,5491,32,B,2,5463,12,5,1,171,0
380641,10,90,17,0,1,5982,48,B,2,6349,47,5,1,4,0
380642,12,15,1,0,1,48904,32,B,1,49634,48,1,1,0,1
380643,12,10,14,0,0,,50,B,5,33695,25,5,1,3,1
380644,5,15,8,0,0,,32,D,2,4721,34,7,4,0,0
380645,9,35,1,0,1,5991,43,B,2,14282,47,4,4,0,1
380646,14,80,14,0,1,5064,46,B,1,5079,22,3,1,0,0
380647,7,10,3,0,0,,25,A,2,6603,19,3,,0,0
380648,9,85,14,0,1,1668,21,B,1,2157,33,2,2,0,1
380649,5,20,8,0,0,,21,A,2,4529,19,8,2,118,1
380650,10,45,1,1,0,,40,B,1,23861,24,3,1,7,0
380651,8,50,1,0,0,,43,D,2,13250,46,3,2,0,0
380652,11,5,18,0,0,,47,B,1,21424,22,1,1,0,0
380653,10,45,14,0,1,2307,43,D,3,3805,24,3,1,0,0
380654,7,40,1,0,0,,52,B,2,3097,23,3,1,0,0
380655,10,95,1,0,1,4935,26,B,1,4990,23,5,1,12,0
380656,10,5,1,0,1,1890,51,D,2,1549,22,13,2,8,0
380657,10,15,14,0,1,1273,43,D,2,1897,11,3,2,0,0
380658,14,50,14,0,1,8952,58,B,2,6282,23,12,2,0,0
380659,5,40,1,0,0,,30,B,2,3749,33,2,,0,0
380660,7,20,1,1,0,,54,B,2,6839,23,3,1,4,0
380661,5,10,19,0,1,6137,33,A,1,5257,47,3,2,0,1
380662,14,60,1,0,1,882,43,B,1,6058,47,3,1,166,1
380663,10,75,1,0,1,1406,45,B,2,3499,23,3,,0,0
380664,14,60,14,0,0,,44,B,1,11234,23,1,1,0,1
380665,9,60,,0,0,,32,A,2,1955,22,4,2,0,0
380666,10,65,14,0,1,2359,33,B,1,5355,13,7,3,0,0
380667,7,5,19,0,0,,34,B,4,7966,47,1,1,0,0
380668,5,40,10,0,0,,36,B,3,4473,35,1,1,0,1
380669,10,55,14,0,0,,41,B,1,1218,11,3,2,100,0
380670,13,5,3,0,0,,23,D,3,19396,35,5,1,1,0
380671,7,10,19,0,1,6751,46,B,3,6003,46,10,4,0,0
380672,10,45,10,1,0,,28,B,1,1416,13,1,1,0,0
380673,9,20,1,0,0,,47,B,1,1388,34,1,1,0,1
380674,7,25,1,0,0,,53,D,1,1211,23,3,2,26,0
380675,10,55,14,0,1,19842,36,D,3,19457,12,5,2,0,0
380676,9,90,1,0,0,,35,A,2,3018,13,3,1,0,0
380677,9,5,14,0,0,,60,B,1,2874,22,2,,8,0
380678,14,80,1,0,1,2576,35,D,1,3214,21,1,,0,1
380679,7,30,19,0,1,4466,54,B,1,8151,35,9,3,0,0
380680,10,45,1,0,1,7468,36,D,1,8058,23,19,5,25,0
380681,5,40,3,0,1,19703,53,D,3,16736,50,3,2,0,0
380682,8,50,19,0,0,,47,B,3,8645,12,1,1,0,0
380683,7,40,19,0,0,,38,A,2,3600,35,5,3,0,0
380684,10,55,14,0,0,,55,B,1,6404,12,4,3,7,0
380685,14,85,1,0,1,1881,49,D,4,2646,33,9,3,68,0
380686,9,5,2,0,0,,57,B,3,4948,23,9,2,44,0
380687,9,30,,0,1,1713,55,B,2,5004,21,5,2,0,0
380688,8,25,1,0,1,1748,46,B,2,2559,35,2,1,0,0
380689,6,40,1,0,0,,39,C,2,3940,23,3,2,0,1
380690,14,40,14,0,1,14432,52,B,4,10629,23,3,2,0,0
380691,10,65,5,0,1,4211,43,B,1,9776,13,6,1,0,0
380692,8,70,1,0,0,,42,D,1,12547,46,9,1,24,0
380693,7,35,2,0,1,25455,39,A,2,25551,32,8,,40,0
380694,10,30,1,0,1,1134,32,D,1,5198,21,2,,39,1
380695,5,20,19,0,0,,63,B,2,116772,19,7,,2117,1
380696,9,40,1,0,1,2495,32,B,4,2005,35,7,,0,0
380697,8,50,7,0,0,,25,B,1,2141,11,3,1,158,0
380698,10,55,14,0,1,1428,22,D,2,3287,11,1,1,0,0
380699,10,65,14,0,1,1276,53,B,1,2105,11,7,2,29,0
380700,9,57,14,0,0,,23,D,3,6103,22,1,1,0,0
380701,14,85,1,0,1,1257,54,D,2,1299,22,8,1,253,0
380702,9,5,18,0,1,43249,50,B,1,42970,23,7,2,332,0
380703,10,30,14,0,1,727,53,D,1,2020,12,4,2,0,0
380704,10,5,14,0,1,2466,35,D,3,4796,11,1,,0,0
380705,10,45,14,0,1,1167,35,B,2,2600,12,14,3,0,0
380706,9,57,1,0,0,,48,D,2,4804,34,5,1,96,0
380707,14,35,14,0,1,1971,33,B,1,2907,11,3,,278,0
380708,10,25,1,0,1,9414,37,B,2,9394,23,5,1,15,0
380709,6,45,18,0,0,,52,B,3,64448,22,3,1,0,0
380710,10,65,1,0,0,,43,B,2,3243,23,4,,157,0
380711,8,5,3,0,1,8021,39,A,2,18737,23,1,,162,1
380712,9,20,14,0,1,2582,51,B,3,4047,24,3,,0,0
380713,13,5,19,0,0,,45,D,3,26998,23,1,1,0,0
380714,6,20,1,0,0,,40,B,1,1960,23,3,2,390,0
380715,13,10,14,0,0,,44,B,3,22289,23,7,1,3,1
380716,8,20,8,0,0,,32,C,5,6018,24,2,1,0,0
380717,10,5,14,0,1,2265,42,D,3,3846,11,10,2,0,0
380718,13,20,8,0,0,,40,A,2,8070,30,3,,0,1
380719,10,95,1,0,1,2782,53,D,2,2581,23,7,3,0,0
380720,6,40,1,0,0,,18,D,2,7975,18,1,,0,0
380721,14,40,14,0,1,3251,50,B,2,5091,24,2,1,0,0
380722,10,45,14,0,0,,36,D,1,1820,12,4,1,0,0
380723,10,45,14,0,0,,30,D,1,2578,23,3,3,0,0
380724,14,40,14,0,1,21561,34,B,7,23837,23,4,3,0,0
380725,9,30,,0,1,3005,28,B,1,4632,22,2,1,0,0
380726,5,10,2,0,0,,26,A,1,7235,23,1,1,0,0
380727,8,50,1,0,0,,41,D,2,4167,47,4,2,158,0
380728,8,35,,0,1,11382,43,A,3,12173,47,1,1,0,0
380729,6,40,3,0,1,1457,29,D,3,8332,34,1,,0,1
380730,14,85,14,0,0,,51,B,2,1818,23,3,2,0,0
380731,10,70,1,0,0,,47,B,3,6762,22,6,1,8,0
380732,10,70,1,0,1,4208,39,B,2,14370,23,3,,0,0
380733,4,10,19,0,0,,51,A,2,1166,11,1,1,0,0
380734,9,10,14,0,1,5552,57,B,2,3927,24,7,1,37,0
380735,11,30,19,0,1,13169,44,B,2,11293,23,4,,28,0
380736,4,20,1,0,0,,62,B,3,5308,47,2,1,0,0
380737,7,5,3,1,0,,20,A,1,1265,35,1,1,0,0
380738,7,5,1,0,0,,43,B,2,6718,47,6,,0,0
380739,10,95,1,1,0,,43,B,1,4897,23,1,1,0,0
380740,6,45,18,0,0,,39,B,2,5324,22,1,1,0,0
380741,6,15,8,0,0,,24,C,3,6425,20,1,,0,0
380742,7,35,19,0,1,11139,43,D,2,16014,55,3,1,0,1
380743,7,10,,0,1,9549,40,A,2,9608,23,5,2,2,0
380744,4,15,19,0,1,8732,28,A,1,16193,17,4,4,0,0
380745,8,25,1,0,1,8089,45,B,1,6345,33,6,,213,0
380746,10,25,14,1,0,,37,B,2,6185,11,2,,62,0
380747,8,45,1,0,0,,30,B,1,3361,35,2,,245,0
380748,11,25,1,0,0,,54,B,2,7551,34,7,,9,0
380749,14,40,14,0,1,17780,57,B,2,21468,22,4,1,92,0
380750,15,5,19,0,1,10642,31,B,2,11947,23,2,1,0,0
380751,9,35,14,0,1,1994,28,B,1,2670,34,1,1,0,1
380752,5,20,3,1,0,,40,A,1,27040,20,11,4,0,0
380753,7,40,1,0,1,13094,38,D,2,14480,23,2,2,0,0
380754,10,20,17,1,1,17848,40,B,2,14067,44,2,1,0,0
380755,14,85,1,0,1,1028,38,B,1,1773,23,1,1,0,1
380756,7,25,18,0,0,,55,A,3,17700,22,13,2,6,0
380757,8,15,3,0,0,,26,D,1,13255,47,1,1,0,1
380758,8,20,1,0,1,2404,39,B,2,3557,34,9,1,192,0
380759,14,40,14,0,1,13101,52,A,8,22718,12,8,,435,0
380760,5,5,19,0,0,,34,D,2,3574,23,1,,0,0
380761,9,20,14,0,0,,40,D,3,2184,23,4,1,21,0
380762,14,85,1,0,1,4518,50,B,3,4697,22,4,1,0,0
380763,4,15,19,0,0,,36,B,2,12737,48,4,2,0,0
380764,7,35,1,0,0,,43,D,1,10180,35,2,2,0,0
380765,7,15,,0,0,,47,B,5,3129,47,8,5,2223,1
380766,8,20,1,0,0,,41,B,6,1959,23,7,2,10,0
380767,14,40,14,0,1,1412,26,A,4,3224,11,3,,22,0
380768,13,5,,0,0,,25,B,3,15100,11,3,1,0,1
380769,8,60,,0,1,2039,67,D,3,2140,35,5,1,0,0
380770,6,25,9,0,1,13612,54,B,2,12842,47,3,1,0,0
380771,14,85,,0,1,2508,35,D,1,3021,23,2,1,0,1
380772,9,25,14,0,0,,38,B,1,4093,21,2,,0,1
380773,7,50,1,0,0,,25,A,1,9343,23,1,,0,0
380774,9,15,18,0,0,,51,B,5,41633,23,4,3,0,0
380775,4,20,1,0,0,,51,B,1,2334,24,2,,8,0
380776,9,30,18,0,0,,21,B,1,5283,22,1,,28,0
380777,11,25,1,0,0,,47,B,5,6457,47,1,,0,0
380778,9,87,14,0,0,,22,D,3,2681,23,3,2,0,0
380779,10,5,14,0,1,2453,28,A,2,4114,12,1,1,0,0
380780,10,15,17,1,0,,30,B,3,7010,36,5,3,24,0
380781,6,40,1,0,0,,31,D,2,3940,47,1,1,0,1
380782,9,87,14,0,0,,36,A,1,13687,31,9,4,0,1
380783,14,50,14,0,1,5232,46,B,2,5820,23,6,2,0,0
380784,4,10,2,0,1,10897,52,D,2,7956,47,1,1,0,1
380785,10,15,1,1,0,,54,B,2,3815,22,3,1,0,0
380786,4,20,19,0,1,2181,54,B,5,3591,47,2,2,0,0
380787,11,25,18,0,0,,49,B,2,66836,22,3,1,0,0
380788,14,35,17,0,1,11669,47,B,1,23293,24,1,,97,0
380789,7,15,7,0,0,,57,B,1,7999,23,1,1,0,0
380790,10,25,14,0,1,6108,38,B,4,8012,12,3,,31,0
380791,9,87,14,0,0,,36,B,2,3854,24,1,1,0,1
380792,9,20,18,0,0,,51,B,1,12123,23,1,1,0,0
380793,11,25,14,0,1,4094,21,A,3,4688,12,3,,0,0
380794,10,25,9,0,1,6101,25,D,2,5067,23,5,2,0,0
380795,5,10,12,0,1,43119,44,B,2,32783,24,6,2,27,0
380796,10,5,1,0,1,3797,43,B,3,3880,35,2,2,0,0
380797,7,40,18,1,0,,56,B,1,55555,23,2,2,0,1
380798,7,10,19,0,1,7407,44,B,2,10393,23,2,2,0,0
380799,10,45,14,0,0,,52,B,1,2039,23,12,8,0,0
380800,8,35,14,0,1,3060,36,A,1,4918,23,1,1,0,0
380801,14,35,1,0,1,1596,50,B,1,4378,12,3,,413,0
380802,10,45,14,1,0,,42,B,3,16550,12,14,6,18,0
380803,10,45,14,1,1,1160,43,B,2,2566,23,4,3,0,0
380804,5,15,19,0,0,,28,B,1,6915,23,1,,0,1
380805,6,45,18,0,0,,61,B,1,33188,24,3,1,7,0
380806,10,20,1,0,0,,59,D,3,4315,24,2,2,0,1
380807,14,80,14,0,1,8806,49,B,2,8409,23,2,,151,0
380808,10,20,1,1,1,1128,52,B,2,3588,35,11,2,93,0
380809,8,45,18,0,0,,49,B,2,75574,24,1,1,0,0
380810,13,10,2,0,0,,34,B,2,5394,33,1,1,0,0
380811,10,30,1,0,1,1267,59,D,1,2397,23,6,2,0,0
380812,14,35,14,0,1,4560,32,B,2,6787,11,1,,7,0
380813,6,15,3,0,1,15744,32,A,2,23929,33,3,3,0,1
380814,10,65,,0,1,1693,31,B,1,1815,22,1,1,0,0
380815,7,20,1,0,1,8519,46,B,2,8619,38,1,1,0,0
380816,10,25,14,0,1,5613,38,B,2,5590,12,2,1,298,0
380817,10,20,18,1,1,5491,40,B,1,12462,23,3,,0,0
380818,9,60,10,0,0,,43,B,3,3574,21,4,,97,0
380819,7,5,19,0,0,,40,B,2,1169,54,7,6,0,1
380820,4,15,19,0,0,,47,D,1,1850,23,1,1,0,0
380821,5,15,2,1,0,,47,B,1,3161,12,1,,0,0
380822,5,10,19,0,0,,40,B,4,4566,22,10,2,15,0
380823,10,45,1,0,1,7640,51,B,1,5877,23,4,4,0,0
380824,6,10,2,0,0,,40,A,3,6446,21,2,,0,0
380825,10,25,14,1,0,,25,B,2,3188,12,4,2,69,0
380826,8,35,1,0,1,1590,48,B,1,2492,47,1,,1188,0
380827,9,75,1,0,1,8460,47,B,2,11193,48,3,,383,0
380828,7,20,3,0,1,18940,47,B,2,23314,51,1,,0,0
380829,9,25,18,0,0,,36,B,1,13929,24,3,1,758,1
380830,10,15,1,1,0,,28,D,2,4232,23,2,1,0,0
380831,10,65,14,0,1,2766,43,B,3,3068,11,3,1,0,0
380832,4,20,1,0,0,,40,D,2,4049,47,1,,0,0
380833,7,15,19,0,0,,63,D,2,1705,48,1,1,0,0
380834,14,60,14,0,1,2139,27,D,1,3076,23,1,1,0,1
380835,10,45,,0,0,,26,B,2,1455,12,4,2,0,0
380836,7,5,3,0,0,,29,B,3,8000,23,14,1,38,0
380837,9,75,14,0,0,,22,B,1,2501,24,1,,0,0
380838,5,25,19,0,0,,38,D,1,2473,20,3,,0,0
380839,11,25,1,0,1,2181,26,A,1,2225,22,2,1,0,0
380840,9,60,1,0,1,4818,36,B,3,4098,21,4,,9,0
380841,6,15,14,0,1,3558,55,B,1,5504,35,5,5,0,1
380842,8,30,14,0,1,3526,43,B,1,3993,35,2,2,0,0
380843,8,15,8,0,0,,25,B,3,2713,60,3,3,0,0
380844,8,5,18,0,0,,49,D,3,97666,23,1,,449,0
380845,5,10,8,0,1,1884,24,C,3,4543,23,1,,72,0
380846,11,25,19,0,1,6644,33,D,2,6517,23,4,,28,0
380847,5,30,14,0,1,2307,55,B,4,4583,20,1,,0,0
380848,14,85,1,0,1,12749,33,B,3,12679,35,4,,634,0
380849,8,65,6,0,1,3238,27,D,1,5238,22,1,,0,0
380850,14,35,14,0,1,1619,43,B,2,2470,11,2,1,0,0
380851,9,35,1,0,1,4069,47,B,2,3834,42,1,,376,1
380852,10,65,14,0,1,3823,33,B,1,3077,12,1,1,0,0
380853,10,65,14,0,1,5268,52,B,2,9436,24,1,1,0,0
380854,7,35,2,1,0,,42,A,2,10928,34,1,1,0,0
380855,10,5,14,0,1,2462,32,D,2,3924,11,4,2,0,0
380856,8,70,17,0,0,,37,B,2,6167,24,11,2,127,0
380857,10,5,1,0,1,9989,24,B,2,11010,34,7,1,21,0
380858,6,5,18,0,0,,20,B,1,6464,23,1,,0,0
380859,7,5,1,0,0,,49,B,2,1492,22,1,1,0,0
380860,14,80,18,1,0,,46,B,2,14025,11,13,,56,0
380861,10,45,14,1,0,,47,B,1,1865,12,2,2,0,0
380862,10,20,17,1,1,8299,45,B,3,6208,21,2,,0,0
380863,10,20,1,0,1,1645,39,D,2,3054,23,1,1,0,0
380864,14,85,14,0,1,2204,35,B,1,2877,22,1,1,0,0
380865,10,20,14,0,1,5484,46,B,3,8573,23,6,3,0,0
380866,8,65,1,0,1,9992,53,B,3,9171,48,9,4,0,0
380867,11,15,1,0,1,6761,36,B,2,10745,22,1,,35,0
380868,10,75,14,0,1,2769,34,B,2,2565,11,1,1,0,0
380869,10,5,,0,1,4149,56,D,2,4976,47,5,2,54,0
380870,10,65,19,0,0,,35,B,2,6757,35,1,,1114,0
380871,10,45,14,0,0,,33,B,1,4733,23,4,3,0,0
380872,10,45,14,0,0,,36,B,2,2196,23,6,4,0,0
380873,10,65,15,0,1,7446,36,D,2,22392,22,4,1,4,0
380874,9,55,1,0,0,,45,B,1,2222,24,1,1,0,1
380875,8,45,18,0,0,,49,B,2,39661,22,9,,360,0
380876,8,60,3,0,1,404,48,B,1,1837,33,4,4,0,0
380877,11,25,18,0,1,2534,41,B,3,7667,44,3,2,0,0
380878,11,5,14,0,1,6612,39,B,1,5997,35,5,3,36,0
380879,10,45,14,1,0,,38,A,3,2466,24,1,,21,0
380880,7,5,19,0,0,,33,B,1,1364,36,6,5,0,0
380881,8,10,9,0,0,,45,B,2,5601,48,2,1,0,0
380882,10,5,1,0,1,1425,33,D,1,5489,35,3,1,0,0
380883,7,5,1,0,0,,26,B,2,3800,18,1,,0,0
380884,11,15,,0,0,,45,B,1,6619,23,7,2,1,0
380885,5,10,1,0,0,,39,B,1,4843,20,2,2,0,1
380886,7,30,3,0,0,,18,A,1,6671,24,1,1,0,0
380887,6,25,4,1,0,,40,B,1,25710,47,6,5,0,1
380888,3,5,2,0,0,,46,C,1,8921,48,7,1,74,1
380889,10,5,14,0,1,4153,62,D,3,3288,12,7,2,0,0
380890,4,15,19,0,0,,44,B,1,13516,35,2,1,0,0
380891,10,25,17,0,1,1564,39,D,3,4608,23,6,,87,0
380892,7,15,1,0,1,892,31,D,2,2441,34,3,3,0,0
380893,5,20,9,0,0,,27,A,2,47882,60,1,,0,1
380894,10,10,1,0,1,1264,47,B,1,4068,23,3,2,0,0
380895,9,70,,0,0,,28,B,1,4348,12,3,3,0,1
380896,14,50,1,0,1,1687,39,B,3,3333,23,2,,8,1
380897,9,90,14,0,1,1706,59,B,1,2458,23,7,1,153,0
380898,10,65,14,0,1,6883,62,B,1,11395,22,3,,0,0
380899,14,35,2,0,1,608,38,B,3,1222,24,9,1,0,0
380900,14,40,14,0,1,2391,54,B,4,4754,23,6,,30,0
380901,11,30,14,0,1,2731,28,D,2,5629,22,3,1,0,0
380902,9,70,1,0,0,,27,C,3,10807,12,1,1,0,1
380903,9,75,14,0,0,,47,D,2,3880,24,3,2,0,0
380904,4,20,1,0,0,,44,B,2,5674,35,7,3,0,0
380905,8,5,,0,0,,62,B,2,46258,23,10,2,38,0
380906,14,80,,0,0,,28,B,1,1289,22,1,,2,0
380907,10,5,1,0,1,1125,40,B,2,1337,22,5,1,106,0
380908,9,57,1,0,0,,43,B,1,12879,23,4,,142,1
380909,14,80,14,0,1,1755,66,B,1,1742,13,15,6,8,0
380910,10,55,14,0,1,4376,29,D,1,4367,11,2,,171,0
380911,10,45,10,0,1,578,28,D,3,1651,12,14,6,0,0
380912,11,35,,0,1,7387,43,B,1,13781,19,6,2,66,0
